RUID,CurrentBusStop,DestinationBusStop,Route,Date,Time
148817277,Busch Student Center,,,,05:22
198294583,Livingston Plaza,,,,01:08
193707323,Livingston Student Center,,,,04:36
109481514,Quads,,,,06:31
113070369,Werblin Back Entrance,,,,06:23
163740056,Hill Center,,,,20:16
199624687,Science Building,,,,16:05
136216270,Library of Science,,,,12:31
143546604,Busch Suites,,,,22:14
115353304,Busch Student Center,,,,04:13
180787216,Livingston Plaza,,,,09:20
144556184,Livingston Student Center,,,,18:58
159287928,Quads,,,,18:52
106158714,Werblin Back Entrance,,,,22:04
127325466,Hill Center,,,,11:25
119322144,Science Building,,,,23:53
188299976,Library of Science,,,,11:10
123764377,Quads,,,,23:05
128734792,Werblin Back Entrance,,,,05:45
137306458,Hill Center,,,,07:10
146832332,Science Building,,,,02:28
152152449,Library of Science,,,,21:40
103555309,Busch Suites,,,,12:48
189534183,Busch Student Center,,,,03:28
124136976,Livingston Plaza,,,,17:35
123188944,Livingston Student Center,,,,04:21
164199273,Quads,,,,22:12
173600011,Werblin Back Entrance,,,,17:45
179265973,Hill Center,,,,20:54
172194214,Science Building,,,,14:51
171303250,Library of Science,,,,14:07
198345613,Busch Suites,,,,22:17
116827715,Busch Student Center,,,,11:00
130172426,Livingston Plaza,,,,18:26
139109351,Livingston Student Center,,,,07:20
108689809,Quads,,,,17:49
138375671,Werblin Back Entrance,,,,11:59
162329034,Hill Center,,,,02:24
173676294,Science Building,,,,01:05
173974810,Library of Science,,,,08:52
158467565,Quads,,,,02:05
197253812,Werblin Back Entrance,,,,04:33
135045766,Hill Center,,,,10:25
132656311,Science Building,,,,11:54
145899694,Library of Science,,,,05:54
116880691,Busch Suites,,,,20:31
118031628,Busch Student Center,,,,08:59
128473798,Livingston Plaza,,,,09:22
180276308,Livingston Student Center,,,,06:50
107913599,Quads,,,,13:17
175779026,Werblin Back Entrance,,,,18:30
173365355,Hill Center,,,,13:09
157573424,Science Building,,,,09:56
165356935,Library of Science,,,,11:18
155081228,Busch Suites,,,,11:07
193534254,Busch Student Center,,,,14:30
142606603,Livingston Plaza,,,,06:54
144573330,Livingston Student Center,,,,08:37
168300923,Quads,,,,00:11
149641773,Werblin Back Entrance,,,,05:02
171344055,Hill Center,,,,04:34
149787119,Science Building,,,,11:47
175488937,Library of Science,,,,20:59
141389311,Quads,,,,22:02
108700791,Werblin Back Entrance,,,,20:57
185696615,Hill Center,,,,14:29
181285380,Science Building,,,,22:41
168557247,Library of Science,,,,05:08
164243869,Busch Suites,,,,09:37
157405062,Busch Student Center,,,,06:07
140944176,Livingston Plaza,,,,04:01
133241158,Livingston Student Center,,,,18:21
104410375,Quads,,,,14:56
131287304,Werblin Back Entrance,,,,09:02
192873082,Hill Center,,,,19:56
126599032,Science Building,,,,13:44
134763203,Library of Science,,,,12:58
118528794,Busch Suites,,,,04:24
191181433,Busch Student Center,,,,11:44
152323623,Livingston Plaza,,,,03:51
101534553,Livingston Student Center,,,,11:03
158481871,Quads,,,,20:11
159408975,Werblin Back Entrance,,,,11:33
131192932,Hill Center,,,,04:44
110218589,Science Building,,,,22:56
179905867,Library of Science,,,,12:28
150718695,Quads,,,,23:36
156971420,Werblin Back Entrance,,,,19:00
157374781,Hill Center,,,,03:41
195662282,Science Building,,,,13:10
188949018,Library of Science,,,,01:08
142554384,Busch Suites,,,,17:55
188820342,Busch Student Center,,,,04:59
110291769,Livingston Plaza,,,,23:38
116635668,Livingston Student Center,,,,20:05
149274059,Quads,,,,20:11
135671019,Werblin Back Entrance,,,,17:56
100760044,Hill Center,,,,15:24
151248159,Science Building,,,,17:34
101584082,Library of Science,,,,04:25
188416762,Busch Suites,,,,17:57
158467859,Busch Student Center,,,,17:44
158401919,Livingston Plaza,,,,22:13
143881388,Livingston Student Center,,,,00:20
133634120,Quads,,,,22:50
111503989,Werblin Back Entrance,,,,02:14
158140596,Hill Center,,,,20:17
110561861,Science Building,,,,19:07
106546419,Library of Science,,,,14:29
156351406,Quads,,,,16:33
144115698,Werblin Back Entrance,,,,09:08
113809653,Hill Center,,,,12:40
148086343,Science Building,,,,03:26
154996678,Library of Science,,,,15:22
104770505,Busch Suites,,,,09:04
144908486,Busch Student Center,,,,08:19
164929792,Livingston Plaza,,,,15:14
126275088,Livingston Student Center,,,,19:11
113574403,Quads,,,,18:31
196724747,Werblin Back Entrance,,,,17:37
197626055,Hill Center,,,,03:17
106104112,Science Building,,,,07:22
117009020,Library of Science,,,,01:48
169372398,Busch Suites,,,,01:31
101604431,Busch Student Center,,,,15:46
199012793,Livingston Plaza,,,,08:34
189133171,Livingston Student Center,,,,19:31
139784807,Quads,,,,15:28
181939525,Werblin Back Entrance,,,,13:18
148365033,Hill Center,,,,01:14
196069569,Science Building,,,,07:19
110827188,Library of Science,,,,07:30
116026627,Quads,,,,07:43
113762367,Werblin Back Entrance,,,,06:50
156447990,Hill Center,,,,18:16
131180589,Science Building,,,,21:28
121582357,Library of Science,,,,01:54
176993544,Busch Suites,,,,15:27
130353137,Busch Student Center,,,,10:31
195361595,Livingston Plaza,,,,13:21
133535615,Livingston Student Center,,,,06:23
103599435,Quads,,,,11:13
140347185,Werblin Back Entrance,,,,06:04
191761273,Hill Center,,,,16:46
149973964,Science Building,,,,16:26
127509537,Library of Science,,,,21:50
137073872,Busch Suites,,,,01:46
106513452,Busch Student Center,,,,05:11
106534461,Livingston Plaza,,,,17:12
